0.000000,-280.000000,0.000000,0.000000,
1280.000000,-280.000000,0.000000,0.000000,
0.000000,1000.000000,0.000000,0.000000,
1280.000000,1000.000000,0.000000,0.000000,
863.659241,371.053741,-6.599998,1.800000,
402.263947,345.472565,6.999998,1.800000,
633.558044,81.471756,-0.000000,5.199999,
656.067078,595.865540,-0.000000,-6.399998,
653.862366,369.964722,-0.000000,0.800000,
873.261963,615.853760,-4.600000,-6.999998,
1009.159241,377.552582,-9.799995,-1.000000,
980.555298,88.053345,-11.199994,8.399996,
761.258423,216.558044,-2.400001,6.999997,
486.358856,111.069801,4.000000,6.999997,
458.165497,555.671387,6.199998,-4.600001,
526.264343,421.469757,3.000000,-0.200001,
544.260376,199.271362,1.999999,4.599999,
792.462769,452.456879,-3.600001,0.599999,
