0.000000,-280.000000,0.000000,0.000000,
1280.000000,-280.000000,0.000000,0.000000,
0.000000,1000.000000,0.000000,0.000000,
1280.000000,1000.000000,0.000000,0.000000,
373.200012,328.500000,3.800001,5.799999,
625.700012,19.000000,2.000000,5.799999,
820.700012,596.700012,3.000000,1.000000,
851.900024,198.200012,2.000000,1.000000,
532.900024,514.799988,4.400000,5.999999,
649.000000,615.599976,4.400000,4.400000,
729.200012,571.200012,4.400000,2.600000,
933.700073,605.400024,3.400000,0.800000,
736.700012,172.200012,2.200000,2.200000,
