0.000000,-280.000000,0.000000,0.000000,
1280.000000,-280.000000,0.000000,0.000000,
0.000000,1000.000000,0.000000,0.000000,
1280.000000,1000.000000,0.000000,0.000000,
925.330383,348.931610,7.399995,-4.099998,
647.365356,357.714478,0.000000,0.000000,
764.285583,78.792473,-0.300000,-8.899998,
775.716736,578.430847,6.599996,3.300004,
519.169312,566.301025,0.899996,6.700004,
394.401886,375.320984,-5.300004,4.900004,
548.022217,95.971344,-6.300004,-4.599996,
534.555420,327.376007,-1.500004,1.700004,
652.585388,480.384460,1.699996,1.700004,
784.922058,231.384949,0.499996,-3.499996,
768.457397,443.938293,2.799996,-0.999996,
916.170532,517.090210,11.099996,1.200004,
868.490417,128.541977,4.300000,-9.599996,
673.900391,197.199463,-1.800000,-2.299995,
485.897522,140.773773,-7.500000,-2.499994,
419.541382,246.789474,-6.700000,1.600006,
556.186768,228.493103,-2.900000,0.200006,
534.138977,442.892670,0.000000,2.800006,
782.399048,340.415283,1.400000,-2.099994,
1018.855469,353.461151,12.400000,-4.799994,
844.169067,365.728149,3.400000,-2.900000,
